project,codigo,fecha_encuesta,nombre_del_evaluador,genero_del_evaluador,interview_modality,nacionalidad,gender,follow_up,hh_language,document,interview_language,children,seniors,dependents,adults,time_in_country,date_of_arrival,d1a_housing_score,d1b_rent_score,d2_food_score,d3_education_score,d4_healthcare_score,d5_health_status_score,d6_safety_score,d7_employment_score,d8_fin_resources_score,d9_assistance_score,d10_debt_score,d11_savings_score,d12a_fin_soc_cap_score,d12b_rel_soc_cap_score,d12_average_score,group_a_total_score,d2_weighted_score,d5_weighted_score,d9_weighted_score,group_b_total_score,hh_sri_total_score,uuid,program_type,count,position,days_since_pre,measure_prop,in_program
prm,ec0092421,2022-04-12T00:00:00Z,gabriela soto,Femenino,Presencial,Venezolana,Femenino,Sí,Español,Cédula de identidad / ciudadanía,Español,3,0,3,1,< 1 Year,2021-05-03T00:00:00Z,5,5,5,5,3,3,5,3,3,3,3,1,5,5,5,3.8,0,0,0.4,0.4,3.4,cbcedb51-79f0-4373-97e7-16cb33fe94dc,MDG SESP con enfoque de género,2,2,70,1,TRUE
prm,ec0092422,2022-02-04T00:00:00Z,amelia bone,Femenino,"Por Skype, Zoom u otra plataforma",Colombiana,Femenino,NA,Español,Cédula de identidad / ciudadanía Visa Humanitaria,Español,1,0,1,2,< 1 Year,2021-02-21T00:00:00Z,4,1,5,1,5,3,5,2,5,3,3,1,1,3,2,2.9,0,0,0.4,0.4,2.5,b8e59046-82ca-45f5-8798-bc478311db4d,MDG SESP con enfoque de género,2,1,0,0.5,TRUE
prm,ec0092422,2022-04-22T00:00:00Z,amelia bone,Femenino,Presencial,Colombiana,Femenino,Sí,Español,Cédula de identidad / ciudadanía Visa de Protección Internacional,Español,1,0,1,2,1 - 3 Years,2021-02-21T00:00:00Z,5,0,5,1,3,3,3,3,3,2,5,3,1,5,3,3.2222222222222223,0,0,0.6000000000000001,0.6000000000000001,2.6222222222222222,fdad820c-edc9-4efd-9651-06e8c4d35134,MDG SESP con enfoque de género,2,2,77,1,TRUE
prm,ec0092428,2022-02-04T00:00:00Z,elsa quishpi,Femenino,Vía telefónica,Venezolana,Femenino,NA,Español,Cédula de identidad / ciudadanía,Español,1,0,1,2,< 1 Year,2021-07-06T00:00:00Z,4,3,5,0,3,1,3,2,3,3,3,3,5,3,4,3.111111111111111,0,0.2,0.4,0.6000000000000001,2.511111111111111,aa81bfba-f789-4583-9778-805da3037968,MDG SESP con enfoque de género,2,1,0,0.5,TRUE
prm,ec0092428,2022-04-18T00:00:00Z,elsa quishpi,Femenino,Presencial,Venezolana,Femenino,Sí,Español,Visa Humanitaria,Español,1,0,1,2,< 1 Year,2021-08-06T00:00:00Z,5,5,5,0,1,1,5,4,3,2,5,3,1,3,2,3.6666666666666665,0,0.2,0.6000000000000001,0.8,2.8666666666666663,0d42b002-eb99-4f5b-8c51-2dc6a8cd2347,MDG SESP con enfoque de género,2,2,73,1,TRUE
prm,ec0092429,2022-02-07T00:00:00Z,elsa quishpi,Femenino,Vía telefónica,Venezolana,Femenino,NA,Español,Cédula de identidad / ciudadanía,Español,2,0,2,2,1 - 3 Years,2020-12-15T00:00:00Z,4,3,3,1,3,1,5,4,5,3,3,1,5,3,4,3.3,0.3,0.2,0.4,0.9,2.4,80b3b9f9-2bf1-4fd2-a9a1-92a638fdafd6,MDG SESP con enfoque de género,2,1,0,0.5,TRUE
prm,ec0092429,2022-04-22T00:00:00Z,elsa quishpi,Femenino,Vía telefónica,Venezolana,Femenino,Sí,Español,Cédula de identidad / ciudadanía,Español,2,0,2,3,1 - 3 Years,2020-12-15T00:00:00Z,5,5,5,1,5,1,5,4,3,2,5,3,1,3,2,3.8,0,0.2,0.6000000000000001,0.8,3,fe20783e-7fdf-412f-81a5-52f1970385fc,MDG SESP con enfoque de género,2,2,74,1,TRUE
prm,ec0092430,2022-02-03T00:00:00Z,elsa quishpi,Femenino,Vía telefónica,Ecuatoriana,Femenino,NA,Español,Cédula de identidad / ciudadanía,Español,1,0,1,2,1 - 3 Years,2019-02-14T00:00:00Z,4,3,5,0,3,1,3,2,5,5,3,1,5,1,3,3,0,0.2,0,0.2,2.8,c9719754-28db-4ec0-afeb-d2e7da9f82ff,MDG SESP con enfoque de género,2,1,0,0.5,TRUE
prm,ec0092430,2022-04-20T00:00:00Z,elsa quishpi,Femenino,Presencial,Venezolana,Femenino,Sí,Español,Cédula de identidad / ciudadanía,Español,1,0,1,2,1 - 3 Years,2019-02-14T00:00:00Z,4,3,5,0,5,3,5,4,3,2,2,3,5,3,4,3.6666666666666665,0,0,0.6000000000000001,0.6000000000000001,3.0666666666666664,597fa764-61a2-4b98-b9eb-83b4cd5052b7,MDG SESP con enfoque de género,2,2,76,1,TRUE
prm,ec0092431,2022-02-01T00:00:00Z,gabriela soto,Femenino,Vía telefónica,Venezolana,Femenino,NA,Español,Otro / No aplica,Español,4,0,4,1,1 - 3 Years,2020-11-27T00:00:00Z,3,0,5,3,5,3,5,1,1,2,5,1,1,5,3,3,0,0,0.6000000000000001,0.6000000000000001,2.4,d9d5343c-3cc5-43b5-af0d-2aaabdced605,MDG SESP con enfoque de género,2,1,0,0.5,TRUE
prm,ec0092431,2022-04-13T00:00:00Z,gabriela soto,Femenino,Vía telefónica,Venezolana,Femenino,Sí,Español,Ningún documento,Español,4,0,4,1,1 - 3 Years,2020-11-27T00:00:00Z,3,0,5,5,5,3,5,1,1,3,5,1,1,5,3,3.2222222222222223,0,0,0.4,0.4,2.8222222222222224,0723ce9b-0e66-4eeb-b43a-dd987ef13620,MDG SESP con enfoque de género,2,2,71,1,TRUE
prm,ec0092434,2022-02-02T00:00:00Z,gabriela soto,Femenino,Vía telefónica,Venezolana,Femenino,NA,Español,Cédula de identidad / ciudadanía,Español,4,0,4,3,< 1 Year,2021-06-26T00:00:00Z,4,1,5,5,3,3,5,2,3,3,3,1,5,5,5,3.2,0,0,0.4,0.4,2.8000000000000003,1d8efea7-683c-4c0f-abed-86faec691d79,MDG SESP con enfoque de género,2,1,0,0.5,TRUE
prm,ec0092434,2022-04-12T00:00:00Z,jetzabeth molina,Femenino,Presencial,Venezolana,Femenino,Sí,Español,Cédula de identidad / ciudadanía,Español,4,0,4,2,< 1 Year,2021-06-26T00:00:00Z,4,5,5,5,3,3,5,3,3,3,3,3,5,5,5,3.9,0,0,0.4,0.4,3.5,b7565991-6783-4c93-8c87-4c9643a661a2,MDG SESP con enfoque de género,2,2,69,1,TRUE
prm,ec0092441,2022-02-07T00:00:00Z,bethzabe sanchez,Femenino,Vía telefónica,Venezolana,Femenino,NA,Español,Ningún documento,Español,1,0,1,2,< 1 Year,2021-07-14T00:00:00Z,4,3,5,0,3,3,3,2,5,3,2,1,1,5,3,2.888888888888889,0,0,0.4,0.4,2.488888888888889,e5386334-ced4-4286-aaac-9b1717c3f36a,MDG Regular,2,1,0,0.5,TRUE
prm,ec0092441,2022-04-18T00:00:00Z,olga herrera,Femenino,Presencial,Venezolana,Femenino,NA,Español,Visa Amparo,Español,2,0,2,2,< 1 Year,2021-07-01T00:00:00Z,5,5,5,0,5,3,3,4,5,2,5,3,5,3,4,4.333333333333333,0,0,0.6000000000000001,0.6000000000000001,3.733333333333333,60b37502-7452-48fe-a5a6-dd246b20ecf1,MDG Regular,2,2,70,1,TRUE
prm,ec0092443,2022-02-07T00:00:00Z,olga herrera,Femenino,Vía telefónica,Colombiana,Femenino,NA,Español,Cédula de identidad / ciudadanía Turno para admisibilidad,Español,1,0,1,1,< 1 Year,2021-10-07T00:00:00Z,4,1,5,1,0,3,3,2,5,3,2,1,5,3,4,2.5555555555555554,0,0,0.4,0.4,2.1555555555555554,664c7607-a190-472d-824a-71aca0ddeb3e,MDG Regular,2,1,0,0.5,TRUE
prm,ec0092443,2022-04-18T00:00:00Z,olga herrera,Femenino,Presencial,Colombiana,Femenino,Sí,Español,Turno para admisibilidad,Español,1,0,1,1,1 - 3 Years,2021-10-07T00:00:00Z,4,5,5,5,0,3,3,3,5,2,3,3,5,3,4,3.888888888888889,0,0,0.6000000000000001,0.6000000000000001,3.2888888888888888,13455b1e-de5c-411e-9624-951db376c439,MDG Regular,2,2,70,1,TRUE
prm,ec0092444,2022-01-31T00:00:00Z,olga herrera,Femenino,Vía telefónica,Venezolana,Femenino,NA,Español,Cédula de identidad / ciudadanía,Español,2,0,2,2,< 1 Year,2021-06-26T00:00:00Z,4,1,5,1,3,3,3,2,5,3,3,1,1,1,1,2.4,0,0,0.4,0.4,2,18876860-4c66-4fce-81f8-67c6cad0f367,MDG Regular,2,1,0,0.5,TRUE
prm,ec0092444,2022-04-18T00:00:00Z,olga herrera,Femenino,Vía telefónica,Venezolana,Masculino,Sí,Español,Cédula de identidad / ciudadanía,Español,2,0,2,2,< 1 Year,2021-06-27T00:00:00Z,5,5,5,5,3,3,3,4,5,3,5,3,1,5,3,4.1,0,0,0.4,0.4,3.6999999999999997,0eca8ac6-ad33-4dbc-af6e-46d682b1b361,MDG Regular,2,2,77,1,TRUE
prm,ec0092447,2022-02-07T00:00:00Z,bethzabe sanchez,Femenino,Vía telefónica,Venezolana,Femenino,NA,Español,Cédula de identidad / ciudadanía,Español,NA,NA,NA,3,< 1 Year,2021-10-04T00:00:00Z,2,1,5,0,3,1,3,2,5,3,3,1,5,5,5,2.7777777777777777,0,0.2,0.4,0.6000000000000001,2.1777777777777776,4e1d66a5-9ecb-41ae-b17c-e513eb51520e,MDG SESP con enfoque de género,2,1,0,0.5,TRUE
prm,ec0092447,2022-04-18T00:00:00Z,olga herrera,Femenino,Vía telefónica,Venezolana,Femenino,Sí,Español,Cédula de identidad / ciudadanía,Español,0,0,0,1,< 1 Year,2021-10-04T00:00:00Z,5,5,5,0,3,3,3,4,5,3,5,3,5,5,5,4.222222222222222,0,0,0.4,0.4,3.8222222222222224,78542036-8263-484d-9a41-ec0b2c78446d,MDG Regular,2,2,70,1,TRUE
prm,ec0092449,2022-02-05T00:00:00Z,bethzabe sanchez,Femenino,Vía telefónica,Venezolana,Femenino,NA,Español,Ningún documento,Español,1,0,1,1,1 - 3 Years,2021-01-07T00:00:00Z,4,1,5,0,5,3,3,1,1,3,3,3,1,1,1,2.4444444444444446,0,0,0.4,0.4,2.0444444444444447,4985a279-5f61-4d1a-ba1b-6aa65e6d2dec,MDG SESP con enfoque de género,2,1,0,0.5,TRUE
prm,ec0092449,2022-04-18T00:00:00Z,olga herrera,Femenino,Vía telefónica,Venezolana,Femenino,Sí,Español,Otro / No aplica,Español,1,0,1,2,1 - 3 Years,2021-01-07T00:00:00Z,5,5,5,0,3,3,3,3,5,3,5,4,5,5,5,4.222222222222222,0,0,0.4,0.4,3.8222222222222224,192df05c-26de-4679-a17f-0306b96034c7,MDG SESP con enfoque de género,2,2,72,1,TRUE
prm,ec0092461,2022-02-09T00:00:00Z,olga herrera,Femenino,Vía telefónica,Colombiana,Femenino,NA,Español,Cédula de identidad / ciudadanía Pasaporte Visa Amparo,Español,2,0,2,2,< 1 Year,2021-10-04T00:00:00Z,3,5,5,3,3,3,3,2,5,3,3,1,1,3,2,3,0,0,0.4,0.4,2.6,b754e407-2c31-4341-9b5c-a6c29ee69c77,MDG SESP con enfoque de género,2,1,0,0.5,TRUE
prm,ec0092461,2022-04-18T00:00:00Z,olga herrera,Femenino,Vía telefónica,Colombiana,Femenino,Sí,Español,Cédula de identidad / ciudadanía,Español,2,0,2,2,< 1 Year,2021-10-04T00:00:00Z,5,5,5,5,3,3,3,4,5,3,5,3,5,5,5,4.3,0,0,0.4,0.4,3.9,76f6b540-6c9c-4a89-9551-d41867530d12,MDG Regular,2,2,68,1,TRUE
prm,ec0092463,2022-02-03T00:00:00Z,hias,Femenino,Vía telefónica,Venezolana,Femenino,NA,Español,Ningún documento,NA,1,0,1,1,< 1 Year,2021-08-02T00:00:00Z,3,0,3,5,3,3,3,2,5,3,5,1,1,1,1,3.111111111111111,0.3,0,0.4,0.7,2.4111111111111114,12f5742d-6ef7-4ca1-9768-5f639e3049c1,MDG Regular,2,1,0,0.5,TRUE
prm,ec0092463,2022-04-18T00:00:00Z,olga herrera,Femenino,Presencial,Venezolana,Femenino,Sí,Español,Otro / No aplica,Español,1,0,1,1,1 - 3 Years,2021-05-28T00:00:00Z,5,5,5,5,3,3,3,3,5,3,3,3,5,3,4,3.9,0,0,0.4,0.4,3.5,7b868685-27ff-41d3-9455-53e87958a74f,MDG Regular,2,2,74,1,TRUE
prm,ec0092467,2022-02-03T00:00:00Z,olga herrera,Femenino,Vía telefónica,Colombiana,Femenino,NA,NA,Cédula de identidad / ciudadanía,NA,2,0,2,1,< 1 Year,2021-10-21T00:00:00Z,3,5,5,1,3,3,3,2,5,3,3,1,1,3,2,2.8,0,0,0.4,0.4,2.4,e76517a4-29b9-4902-ab4c-d0e6302b9a2c,MDG SESP con enfoque de género,2,1,0,0.5,TRUE
prm,ec0092467,2022-04-18T00:00:00Z,olga herrera,Femenino,Vía telefónica,Colombiana,Femenino,Sí,Español,Cédula de identidad / ciudadanía Visa de Protección Internacional,Español,2,0,2,1,< 1 Year,2021-10-25T00:00:00Z,3,5,5,5,3,3,3,4,5,3,5,3,1,3,2,3.8,0,0,0.4,0.4,3.4,fed9fe7f-9cc5-4969-b69d-1e3e9b1712a5,MDG SESP con enfoque de género,2,2,74,1,TRUE
prm,ec0092468,2022-02-05T00:00:00Z,bethzabe sanchez,Femenino,Vía telefónica,Venezolana,Femenino,NA,Español,Cédula de identidad / ciudadanía,Español,2,0,2,2,1 - 3 Years,2020-12-23T00:00:00Z,2,0,5,5,3,3,3,2,5,3,3,3,1,5,3,3.2222222222222223,0,0,0.4,0.4,2.8222222222222224,cf8dd7fe-0b4e-4fe6-a43e-6c732ef50c98,MDG SESP con enfoque de género,2,1,0,0.5,TRUE
prm,ec0092468,2022-04-18T00:00:00Z,olga herrera,Femenino,Vía telefónica,Venezolana,Femenino,Sí,Español,Cédula de identidad / ciudadanía,Español,2,0,2,2,1 - 3 Years,2020-12-23T00:00:00Z,4,0,5,5,3,3,3,3,3,3,5,3,5,3,4,3.6666666666666665,0,0,0.4,0.4,3.2666666666666666,2b4f5485-4dda-472b-97b2-fece23b4f2a0,MDG SESP con enfoque de género,2,2,72,1,TRUE
prm,ec0092482,2022-02-10T00:00:00Z,bethzabe sanchez,Femenino,Presencial,Venezolana,Femenino,NA,Español,Cédula de identidad / ciudadanía,Español,0,0,0,1,< 1 Year,2021-06-14T00:00:00Z,3,0,5,0,5,3,3,4,3,3,3,1,1,5,3,3.125,0,0,0.4,0.4,2.725,831edfb3-4001-4320-96c3-0c8f5a7b3640,MDG SESP con enfoque de género,2,1,0,0.5,TRUE
prm,ec0092482,2022-04-27T00:00:00Z,olga herrera,Femenino,Vía telefónica,Venezolana,Femenino,Sí,Español,Cédula de identidad / ciudadanía,Español,0,0,0,1,1 - 3 Years,2021-06-14T00:00:00Z,5,5,5,0,5,3,3,5,5,2,5,4,5,5,5,4.666666666666667,0,0,0.6000000000000001,0.6000000000000001,4.066666666666666,cac32e6e-c895-4daa-b16e-e316742631a5,MDG SESP con enfoque de género,2,2,76,1,TRUE
prm,ec0092510,2022-02-15T00:00:00Z,olga herrera,Femenino,Vía telefónica,Venezolana,Femenino,NA,Español,Cédula de identidad / ciudadanía,Español,1,0,1,1,1 - 3 Years,2019-12-28T00:00:00Z,2,5,5,0,3,3,1,2,5,3,5,3,5,3,4,3.3333333333333335,0,0,0.4,0.4,2.9333333333333336,f598da21-00dc-4dd9-a341-bfed23468cf6,MDG Regular,2,1,0,0.5,TRUE
prm,ec0092510,2022-04-18T00:00:00Z,olga herrera,Femenino,Vía telefónica,Venezolana,Femenino,Sí,Español,Cédula de identidad / ciudadanía,Español,1,0,1,1,1 - 3 Years,2019-12-28T00:00:00Z,4,0,5,0,3,3,3,4,5,3,5,3,5,5,5,4,0,0,0.4,0.4,3.6,f9bed2ce-9621-4789-9e78-267948a3bb57,MDG Regular,2,2,62,1,TRUE
caminando,ec0092517,2022-04-23T00:00:00Z,juan haro,Masculino,Vía telefónica,Venezolana,Femenino,NA,Español,Cédula de identidad / ciudadanía,Español Inglés,2,0,2,2,< 1 Year,2021-06-17T00:00:00Z,4,0,3,3,1,1,5,2,3,3,3,3,5,3,4,3.111111111111111,0.3,0.2,0.4,0.9,2.2111111111111112,da55d225-470c-4e48-8ac2-d28ce546e7c5,NA,2,1,0,0.5,TRUE
caminando,ec0092517,2022-05-20T00:00:00Z,fabricio cueva,Masculino,Vía telefónica,Venezolana,Femenino,NA,Español,Cédula de identidad / ciudadanía,Español,2,0,-2,2,< 1 Year,2021-06-16T00:00:00Z,3,0,3,3,1,1,1,2,3,1,2,3,5,5,5,2.5555555555555554,0.3,0.2,0.8,1.3,1.2555555555555553,2f5512c7-585b-4c73-b073-7013fcbd1ddf,NA,2,2,27,1,TRUE
prm,ec0092563,2022-02-09T00:00:00Z,olga herrera,Femenino,Presencial,Colombiana,Femenino,NA,Español,Cédula de identidad / ciudadanía,Español,3,0,3,1,< 1 Year,2021-07-27T00:00:00Z,4,5,5,1,0,2,3,2,5,3,2,1,1,3,2,2.7777777777777777,0,0.1,0.4,0.5,2.2777777777777777,c2bb30d6-9dba-46e8-ab5f-62acd0c37657,MDG SESP con enfoque de género,2,1,0,0.5,TRUE
prm,ec0092563,2022-04-18T00:00:00Z,olga herrera,Femenino,Presencial,Colombiana,Femenino,Sí,Español,Cédula de identidad / ciudadanía,Español,3,0,3,1,< 1 Year,2021-07-19T00:00:00Z,3,5,5,5,3,3,3,3,5,3,5,3,5,5,5,4,0,0,0.4,0.4,3.6,9e3f5482-393c-4974-827f-cd80e3bbd05a,MDG SESP con enfoque de género,2,2,68,1,TRUE
prm,ec0092569,2022-02-21T00:00:00Z,johana quinaluisa,Femenino,Vía telefónica,Colombiana,Femenino,NA,Español,Cédula de identidad / ciudadanía,Español,2,0,2,1,< 1 Year,2021-06-01T00:00:00Z,3,1,2,3,3,3,3,2,1,2,3,1,5,3,4,2.4,0.44999999999999996,0,0.6000000000000001,1.05,1.3499999999999999,fb1ba718-f2f6-4b1e-b4eb-d2aa7a58cf43,MDG SESP con enfoque de género,2,1,0,0.5,TRUE
prm,ec0092569,2022-04-28T00:00:00Z,johana quinaluisa,Femenino,Presencial,Colombiana,Femenino,Sí,Español,Cédula de identidad / ciudadanía,Español,2,0,2,4,1 - 3 Years,NA,5,0,5,5,3,3,3,5,5,5,5,4,5,5,5,4.444444444444445,0,0,0,0,4.444444444444445,2c4e469e-7d9c-4bdd-bdf5-9f4ac16db55d,MDG SESP con enfoque de género,2,2,66,1,TRUE
caminando,ec0092813,2022-04-26T00:00:00Z,juan haro,Masculino,Vía telefónica,Venezolana,Femenino,NA,Español,Cédula de identidad / ciudadanía,Español,2,1,3,1,1 - 3 Years,2019-11-28T00:00:00Z,4,3,3,5,0,3,5,2,3,5,3,1,1,1,1,3,0.3,0,0,0.3,2.7,57327dfa-b816-417c-83e5-ed13d76a1629,NA,2,1,0,0.5,TRUE
caminando,ec0092813,2022-05-11T00:00:00Z,fabricio cueva,Masculino,Presencial,Venezolana,Femenino,NA,Español,Cédula de identidad / ciudadanía,Español,2,1,3,1,3 - 5 Years,2018-11-29T00:00:00Z,5,1,5,3,0,3,3,4,3,5,2,1,1,5,3,2.7777777777777777,0,0,0,0,2.7777777777777777,207f193d-e031-46fe-a65b-a203abbb6efb,NA,2,2,15,1,TRUE
caminando,ec0092814,2022-04-27T00:00:00Z,juan haro,Masculino,Vía telefónica,Venezolana,Femenino,NA,Español,Otro / No aplica,Español,4,0,4,2,1 - 3 Years,2021-12-07T00:00:00Z,4,1,5,3,3,3,5,2,3,2,3,1,1,5,3,2.8,0,0,0.6000000000000001,0.6000000000000001,2.1999999999999997,81cab5ec-5156-4c38-8b42-4f53ea922f7c,NA,2,1,0,0.5,TRUE
caminando,ec0092814,2022-05-10T00:00:00Z,fabricio cueva,Masculino,Vía telefónica,Venezolana,Femenino,NA,Español,Cédula de identidad / ciudadanía,Español,4,0,4,2,1 - 3 Years,2021-12-07T00:00:00Z,4,3,5,3,0,3,3,2,3,3,5,1,5,3,4,3.111111111111111,0,0,0.4,0.4,2.7111111111111112,2fe10443-2e65-4b2c-ba37-f1172ade01b9,NA,2,2,13,1,TRUE
caminando,ec0092838,2022-04-23T00:00:00Z,juan haro,Masculino,Vía telefónica,Ecuatoriana,Femenino,NA,Español,Cédula de identidad / ciudadanía,Español,1,0,1,2,> 5 Years,2022-04-23T00:00:00Z,4,0,3,5,3,1,1,5,5,5,5,1,1,3,2,3.4444444444444446,0.3,0.2,0,0.5,2.9444444444444446,1964965b-405c-4277-953c-d97f81a3b083,NA,2,1,0,0.5,TRUE
caminando,ec0092838,2022-05-09T00:00:00Z,fabricio cueva,Masculino,Vía telefónica,Ecuatoriana,Femenino,NA,Español,Cédula de identidad / ciudadanía,Español,1,0,1,1,> 5 Years,2022-05-09T00:00:00Z,4,0,5,5,1,1,1,5,3,5,5,1,1,3,2,3,0,0.2,0,0.2,2.8,96e5ca53-ea07-4998-a31d-f18de7f1baff,NA,2,2,16,1,TRUE
caminando,ec0093182,2022-04-27T00:00:00Z,kerly montero,Femenino,Vía telefónica,Venezolana,Femenino,NA,Español,Cédula de identidad / ciudadanía,Español,3,0,3,1,< 1 Year,2021-08-15T00:00:00Z,5,1,3,5,3,1,5,5,3,2,3,1,1,5,3,3.4,0.3,0.2,0.6000000000000001,1.1,2.3,3c971681-a2ef-408f-9c3c-e8f01536d8f7,NA,2,1,0,0.5,TRUE
caminando,ec0093182,2022-05-10T00:00:00Z,fabricio cueva,Masculino,Vía telefónica,Venezolana,Femenino,NA,Español,Cédula de identidad / ciudadanía,Español,3,0,3,1,1 - 3 Years,2021-08-15T00:00:00Z,4,3,5,3,3,2,3,1,3,3,3,1,1,1,1,2.5,0,0.1,0.4,0.5,2,48c1ae2f-0b37-4446-a0d3-fccb059127df,NA,2,2,13,1,TRUE
caminando,ec0093240,2022-05-11T00:00:00Z,andreina sevillano,Femenino,Vía telefónica,Venezolana,Femenino,NA,Español,Cédula de identidad / ciudadanía,Español,2,0,2,1,< 1 Year,2021-09-09T00:00:00Z,4,3,5,1,1,3,5,2,3,3,3,1,5,5,5,2.8,0,0,0.4,0.4,2.4,35ff982c-b5ea-4768-b36c-ec55dfe9d6ae,NA,2,1,0,0.5,TRUE
caminando,ec0093240,2022-05-25T00:00:00Z,andreina sevillano,Femenino,Vía telefónica,Venezolana,Femenino,NA,Español,Cédula de identidad / ciudadanía,Español,2,NA,2,1,< 1 Year,2021-12-01T00:00:00Z,5,5,3,5,3,3,3,4,5,3,3,3,1,1,1,3.7,0.3,0,0.4,0.7,3,95883f55-dd94-43a5-8f6c-ef9dca7e2fa7,NA,2,2,14,1,TRUE
caminando,ec0093268,2022-04-23T00:00:00Z,andreina sevillano,Femenino,Vía telefónica,Venezolana,Femenino,NA,Español,Pasaporte,Español,1,NA,4,3,< 1 Year,2022-02-03T00:00:00Z,3,0,5,5,5,3,3,1,1,3,5,1,5,3,4,3.111111111111111,0,0,0.4,0.4,2.7111111111111112,16b3c8f2-cfd4-4b01-a404-ad8d527ed7d6,NA,2,1,0,0.5,TRUE
caminando,ec0093268,2022-06-02T00:00:00Z,andreina sevillano,Femenino,Vía telefónica,Venezolana,Femenino,NA,Español,Pasaporte Tarjeta de identidad,Español,1,0,1,3,< 1 Year,2022-02-03T00:00:00Z,4,1,3,5,3,3,5,2,1,3,3,1,1,3,2,2.7,0.3,0,0.4,0.7,2,9898d3d6-e5fb-4771-b28e-abaf3e480682,NA,2,2,40,1,TRUE
caminando,ec0093439,2022-04-24T00:00:00Z,andreina sevillano,Femenino,Vía telefónica,Ecuatoriana,Femenino,NA,Español,Cédula de identidad / ciudadanía,Español,1,1,3,2,NA,NA,4,0,5,5,3,2,3,1,1,3,3,1,1,3,2,2.5555555555555554,0,0.1,0.4,0.5,2.0555555555555554,f60abeac-ab43-40bc-95fc-b1920a9e5266,NA,2,1,0,0.5,TRUE
caminando,ec0093439,2022-05-11T00:00:00Z,andreina sevillano,Femenino,Vía telefónica,Ecuatoriana,Femenino,NA,Español,Cédula de identidad / ciudadanía,Español,1,70,71,5,NA,NA,4,0,5,5,3,3,3,5,3,2,5,1,5,1,3,3.5555555555555554,0,0,0.6000000000000001,0.6000000000000001,2.9555555555555553,837ea730-0104-4672-803f-ffe8f67d1ec3,NA,2,2,17,1,TRUE
caminando,ec0093542,2022-05-11T00:00:00Z,andreina sevillano,Femenino,Vía telefónica,Venezolana,Femenino,NA,Español,Tarjeta de identidad,Español,2,0,2,NA,< 1 Year,2021-06-03T00:00:00Z,4,3,3,5,3,3,3,3,5,3,3,1,1,1,1,3.1,0.3,0,0.4,0.7,2.4000000000000004,742a2626-fd1a-45df-8471-062d6064679b,NA,2,1,0,0.5,TRUE
caminando,ec0093542,2022-06-02T00:00:00Z,andreina sevillano,Femenino,Vía telefónica,Venezolana,Femenino,NA,Español,Cédula de identidad / ciudadanía Pasaporte,Español,2,0,2,1,< 1 Year,2021-06-02T00:00:00Z,4,1,3,5,0,3,5,4,1,1,5,1,1,3,2,3.111111111111111,0.3,0,0.8,1.1,2.011111111111111,ba8a451c-b93f-49e2-a6e4-da343f2ac6ba,NA,2,2,22,1,TRUE
caminando,ec0093963,2022-05-18T00:00:00Z,andreina sevillano,Femenino,Vía telefónica,Ecuatoriana,Femenino,NA,Español,Cédula de identidad / ciudadanía,Español,3,0,3,1,> 5 Years,NA,4,0,3,5,3,3,3,5,1,5,5,1,1,1,1,3.111111111111111,0.3,0,0,0.3,2.8111111111111113,069596bd-1297-484a-9462-212642111155,NA,2,1,0,0.5,TRUE
caminando,ec0093963,2022-06-14T00:00:00Z,arelis meza,Femenino,Vía telefónica,Ecuatoriana,Femenino,NA,Español,Cédula de identidad / ciudadanía,Español,0,0,0,0,> 5 Years,2002-05-31T00:00:00Z,4,1,5,0,3,1,3,1,3,3,3,3,5,5,5,2.888888888888889,0,0.2,0.4,0.6000000000000001,2.2888888888888888,0682dc68-b3c5-4743-b0e7-cf1191b8016b,NA,2,2,27,1,TRUE
integra,integra110,2021-07-23T00:00:00Z,mayra samaniego,Femenino,Vía telefónica,Venezolana,Femenino,NA,Español,Pasaporte,Español,2,NA,3,1,< 1 Year,2019-04-01T00:00:00Z,5,3,3,0,3,3,3,2,5,3,3,1,5,1,3,3.111111111111111,0.3,0,0.4,0.7,2.4111111111111114,4a3f26e5-d97b-414c-9f2d-642d900b6046,NA,2,1,0,0.5,TRUE
integra,integra110,2022-04-22T00:00:00Z,lorena iniguez,Femenino,Vía telefónica,Venezolana,Femenino,Sí,Español,Pasaporte,Español,2,1,3,1,< 1 Year,2019-08-19T00:00:00Z,5,3,5,5,3,3,5,4,5,3,5,4,5,5,5,4.4,0,0,0.4,0.4,4,6e27356d-6eeb-4e18-9312-5fd7f46f0bca,NA,2,2,273,1,TRUE
integra,integra113,2021-12-21T00:00:00Z,lorena iniguez,Femenino,"Por Skype, Zoom u otra plataforma",Venezolana,Femenino,Sí,Español,Cédula de identidad / ciudadanía,Español,4,0,4,1,1 – 3 Years,2019-02-04T00:00:00Z,4,3,5,5,3,3,3,2,5,5,5,1,5,5,5,3.6,0,0,0,0,3.6,0aae89af-3c79-4556-9b0e-442574e6d626,NA,2,1,0,0.5,TRUE
integra,integra113,2022-04-21T00:00:00Z,lorena iniguez,Femenino,"Por Skype, Zoom u otra plataforma",Venezolana,Femenino,Sí,Español,Cédula de identidad / ciudadanía,Español,4,0,4,1,1 – 3 Years,2019-02-04T00:00:00Z,5,5,5,5,5,3,5,3,5,3,5,3,5,5,5,4.6,0,0,0.4,0.4,4.199999999999999,51c34518-0119-4c7c-a47f-fc31e3ff44c0,NA,2,2,121,1,TRUE
