project,codigo,fecha_encuesta,nombre_del_evaluador,genero_del_evaluador,interview_modality,nacionalidad,gender,follow_up,hh_language,document,interview_language,children,seniors,dependents,adults,time_in_country,date_of_arrival,d1a_housing_score,d1b_rent_score,d2_food_score,d3_education_score,d4_healthcare_score,d5_health_status_score,d6_safety_score,d7_employment_score,d8_fin_resources_score,d9_assistance_score,d10_debt_score,d11_savings_score,d12a_fin_soc_cap_score,d12b_rel_soc_cap_score,d12_average_score,group_a_total_score,d2_weighted_score,d5_weighted_score,d9_weighted_score,group_b_total_score,hh_sri_total_score,uuid,program_type,count,position,days_since_pre,measure_prop,in_program,fecha_post,sri_post,time_period,sri_change
hilton,ec0091979,2021-12-05T00:00:00Z,pamela veliz,Femenino,"Por Skype, Zoom u otra plataforma",Venezolana,Femenino,NA,Español,Ningún documento,Español,2,0,2,2,< 1 Year,2021-12-05T00:00:00Z,4,5,5,3,3,1,3,2,3,5,2,3,5,5,5,3.3,0,0.2,0,0.2,3.0999999999999996,46883e9f-37bd-4acc-922d-ae369877e1d7,NA,2,1,0,0.5,TRUE,2022-06-22T00:00:00Z,4,199,0.9000000000000004
hilton,ec0091980,2021-12-05T00:00:00Z,pamela veliz,Femenino,"Por Skype, Zoom u otra plataforma",Venezolana,Femenino,NA,Español,Ningún documento,Español,2,0,2,2,< 1 Year,2018-12-23T00:00:00Z,5,3,5,5,0,3,3,4,3,5,2,3,1,5,3,3.4444444444444446,0,0,0,0,3.4444444444444446,38933359-da98-435a-9e05-85dc41066129,NA,2,1,0,0.5,TRUE,2022-06-23T00:00:00Z,3.8222222222222224,200,0.37777777777777777
hilton,ec0091987,2021-12-06T00:00:00Z,john ycaza,Masculino,Vía telefónica,Venezolana,Femenino,NA,Español,Cédula de identidad / ciudadanía,Español,1,NA,1,1,< 1 Year,2021-02-02T00:00:00Z,4,5,3,3,3,3,3,3,3,5,5,1,1,5,3,3.3,0.3,0,0,0.3,3,799e4caa-5f43-4973-8cd0-43adfd1b348f,NA,2,1,0,0.5,TRUE,2022-06-13T00:00:00Z,3.9,189,0.8999999999999999
hilton,ec0091989,2021-12-06T00:00:00Z,hector bravo mendoza,Masculino,Vía telefónica,Venezolana,Femenino,NA,Español,"Cédula de identidad / ciudadanía Pasaporte Otras Visas (profesional, estudiante, etc)",Español,1,0,1,3,3 – 5 Years,2017-10-25T00:00:00Z,5,0,5,5,0,3,3,5,5,5,3,1,1,5,3,3.75,0,0,0,0,3.75,a65793c2-5477-4cbc-aa35-892585c988fd,NA,2,1,0,0.5,TRUE,2022-06-15T00:00:00Z,3.6999999999999997,191,-0.050000000000000266
prm,ec0092037,2022-01-20T00:00:00Z,patrick arquímedes escobar ramon,Masculino,Vía telefónica,Venezolana,Femenino,NA,Español,Cédula de identidad / ciudadanía,Español,3,0,3,2,< 1 Year,2021-01-05T00:00:00Z,5,1,3,1,5,3,5,4,1,3,5,1,1,3,2,3,0.3,0,0.4,0.7,2.3,df8c65f1-fc77-4b82-83e7-8f1a710cf0b0,NA,2,1,0,0.5,TRUE,2022-02-05T00:00:00Z,2.2,16,-0.09999999999999964
hilton,ec0092042,2021-11-30T00:00:00Z,patricio jacome,Masculino,"Por Skype, Zoom u otra plataforma",Venezolana,Femenino,NA,Español,Cédula de identidad / ciudadanía Pasaporte,Español,1,0,1,2,< 1 Year,2021-03-26T00:00:00Z,4,3,3,5,1,1,3,2,1,3,5,3,1,5,3,3,0.3,0.2,0.4,0.9,2.1,641aa8e6-433e-4e0d-b597-6a72b8df7d22,NA,2,1,0,0.5,TRUE,2022-04-29T00:00:00Z,3.4999999999999996,150,1.3999999999999995
hilton,ec0092043,2021-11-30T00:00:00Z,mishell yanez,Femenino,Vía telefónica,Venezolana,Femenino,NA,Español,Cédula de identidad / ciudadanía Pasaporte,Español,1,NA,NA,1,< 1 Year,2021-01-08T00:00:00Z,4,3,5,0,3,3,3,2,3,3,2,1,1,1,1,2.4444444444444446,0,0,0.4,0.4,2.0444444444444447,e9c2b1a2-194b-41ea-b510-745862063448,NA,2,1,0,0.5,TRUE,2022-04-29T00:00:00Z,3.85,150,1.8055555555555554
hilton,ec0092044,2021-11-30T00:00:00Z,mishell yanez,Femenino,Vía telefónica,Venezolana,Femenino,NA,Español,Cédula de identidad / ciudadanía Pasaporte,Español,2,2,4,1,1 – 3 Years,2020-06-12T00:00:00Z,4,3,5,5,3,3,3,2,3,5,2,1,1,1,1,2.7,0,0,0,0,2.7,ed22e185-35e5-4ab7-9512-6d767d5c2caf,NA,2,1,0,0.5,TRUE,2022-04-29T00:00:00Z,3.933333333333333,150,1.233333333333333
hilton,ec0092045,2021-11-30T00:00:00Z,mishell yanez,Femenino,Vía telefónica,Venezolana,Masculino,NA,Español,Cédula de identidad / ciudadanía,Español,NA,NA,NA,2,1 – 3 Years,2019-07-07T00:00:00Z,4,1,3,0,3,3,3,2,5,5,2,1,1,1,1,2.4444444444444446,0.3,0,0,0.3,2.144444444444445,711282b5-2735-4f1f-a4ed-8bab2d90dde2,NA,2,1,0,0.5,TRUE,2022-05-04T00:00:00Z,4.066666666666666,155,1.9222222222222216
hilton,ec0092046,2021-11-30T00:00:00Z,mishell yanez,Femenino,Vía telefónica,Venezolana,Femenino,NA,Español,Cédula de identidad / ciudadanía,Español,3,NA,NA,1,1 – 3 Years,2019-08-20T00:00:00Z,4,3,5,3,3,3,3,2,3,5,2,1,1,1,1,2.5,0,0,0,0,2.5,b7d33bb2-06f9-4fba-b495-b7e8d25467cb,NA,2,1,0,0.5,TRUE,2022-04-29T00:00:00Z,3.1,150,0.6000000000000001
hilton,ec0092047,2021-12-01T00:00:00Z,patricio jacome,Masculino,Vía telefónica,Venezolana,Femenino,NA,Español,Cédula de identidad / ciudadanía,Español,1,0,1,2,< 1 Year,2020-12-15T00:00:00Z,4,1,5,5,3,1,3,2,3,3,3,1,5,3,4,2.9,0,0.2,0.4,0.6000000000000001,2.3,26302d5d-3441-4b3e-8e8e-1a337b9471ba,NA,2,1,0,0.5,TRUE,2022-05-03T00:00:00Z,3.4999999999999996,153,1.1999999999999997
hilton,ec0092048,2021-12-02T00:00:00Z,patricio jacome,Masculino,"Por Skype, Zoom u otra plataforma",Venezolana,Femenino,NA,Español,Cédula de identidad / ciudadanía,Español,2,0,2,1,< 1 Year,2021-02-22T00:00:00Z,5,1,5,1,3,3,3,3,3,3,3,3,1,5,3,2.8,0,0,0.4,0.4,2.4,3df0fe8e-858c-4bae-8ca6-5c5e0306614b,NA,2,1,0,0.5,TRUE,2022-05-03T00:00:00Z,3.6,152,1.2000000000000002
hilton,ec0092049,2021-12-02T00:00:00Z,patricio jacome,Masculino,"Por Skype, Zoom u otra plataforma",Venezolana,Masculino,NA,Español,Cédula de identidad / ciudadanía,Español,3,1,4,1,< 1 Year,2020-12-30T00:00:00Z,4,1,5,1,5,1,3,3,3,3,2,1,5,5,5,2.8,0,0.2,0.4,0.6000000000000001,2.1999999999999997,71b6cd67-a0b3-45cd-a29e-8d66d95adbc9,NA,2,1,0,0.5,TRUE,2022-04-29T00:00:00Z,3.5,148,1.3000000000000003
hilton,ec0092051,2021-12-02T00:00:00Z,patricio jacome,Masculino,"Por Skype, Zoom u otra plataforma",Venezolana,Femenino,NA,Español,Cédula de identidad / ciudadanía,Español,1,0,1,2,< 1 Year,2021-01-12T00:00:00Z,4,3,5,1,1,3,3,3,5,5,5,1,5,5,5,3.1,0,0,0,0,3.1,351d8632-455b-406c-a605-15e43963e6cf,NA,2,1,0,0.5,TRUE,2022-05-05T00:00:00Z,3.9,154,0.7999999999999998
hilton,ec0092052,2021-12-02T00:00:00Z,patricio jacome,Masculino,"Por Skype, Zoom u otra plataforma",Venezolana,Femenino,NA,Español,Cédula de identidad / ciudadanía Otro / No aplica,Español,2,0,2,2,1 – 3 Years,2020-02-04T00:00:00Z,4,3,5,5,3,3,3,3,5,5,3,3,1,1,1,3.3,0,0,0,0,3.3,0c6a2943-675d-49f1-b74d-ed33afb9b77f,NA,2,1,0,0.5,TRUE,2022-05-04T00:00:00Z,3.9999999999999996,153,0.6999999999999997
hilton,ec0092054,2021-12-06T00:00:00Z,mishell yanez,Femenino,"Por Skype, Zoom u otra plataforma",Venezolana,Femenino,NA,Español,Cédula de identidad / ciudadanía,Español,3,1,4,2,1 – 3 Years,2018-08-06T00:00:00Z,4,1,5,5,3,3,5,2,3,5,2,1,1,1,1,2.7,0,0,0,0,2.7,33b1b674-cc62-4ef5-b326-314ff00ac122,NA,2,1,0,0.5,TRUE,2022-05-04T00:00:00Z,3.8,149,1.0999999999999996
hilton,ec0092056,2021-12-06T00:00:00Z,patricio jacome,Masculino,"Por Skype, Zoom u otra plataforma",Venezolana,Femenino,NA,Español,Cédula de identidad / ciudadanía,Español,1,0,1,1,< 1 Year,2019-12-05T00:00:00Z,5,3,5,5,3,2,3,3,5,5,3,1,1,3,2,3.3,0,0.1,0,0.1,3.1999999999999997,74c72521-8935-4b07-87d9-87cd1f03a0d0,NA,2,1,0,0.5,TRUE,2022-04-29T00:00:00Z,3.8222222222222224,144,0.6222222222222227
hilton,ec0092058,2021-12-13T00:00:00Z,patricio jacome,Masculino,"Por Skype, Zoom u otra plataforma",Venezolana,Femenino,NA,Español,Cédula de identidad / ciudadanía,Español,3,0,3,1,< 1 Year,2020-12-09T00:00:00Z,4,3,5,5,3,3,3,3,3,3,3,3,1,5,3,3.3,0,0,0.4,0.4,2.9,08eaa9ae-67fa-430c-ab97-eafe8a2f571e,NA,2,1,0,0.5,TRUE,2022-04-29T00:00:00Z,3.2666666666666666,137,0.3666666666666667
hilton,ec0092061,2021-12-15T00:00:00Z,mishell yanez,Femenino,"Por Skype, Zoom u otra plataforma",Venezolana,Femenino,NA,Español,Cédula de identidad / ciudadanía,NA,3,NA,NA,2,1 – 3 Years,2020-12-07T00:00:00Z,4,3,5,0,3,3,3,2,3,3,2,1,1,1,1,2.4444444444444446,0,0,0.4,0.4,2.0444444444444447,f7340e28-ab75-46c1-b93b-b770de55a33c,NA,2,1,0,0.5,TRUE,2022-04-29T00:00:00Z,3,135,0.9555555555555553
hilton,ec0092062,2021-12-15T00:00:00Z,patricio jacome,Masculino,"Por Skype, Zoom u otra plataforma",Venezolana,Femenino,NA,Español,Cédula de identidad / ciudadanía,Español,5,0,5,1,< 1 Year,2021-02-20T00:00:00Z,4,3,5,5,3,3,3,3,3,3,3,1,1,3,2,3,0,0,0.4,0.4,2.6,fd3731ba-bda7-49dd-9ab2-a5d8be1c2748,NA,2,1,0,0.5,TRUE,2022-05-04T00:00:00Z,3.4,140,0.7999999999999998
hilton,ec0092064,2021-12-15T00:00:00Z,mishell yanez,Femenino,Vía telefónica,Venezolana,Femenino,NA,Español,Cédula de identidad / ciudadanía,Español,3,NA,NA,1,1 – 3 Years,2018-12-25T00:00:00Z,4,3,5,1,3,3,3,2,3,5,2,1,1,1,1,2.3,0,0,0,0,2.3,00998636-ef22-4203-94db-ac277312f83d,NA,2,1,0,0.5,TRUE,2022-05-06T00:00:00Z,3.9999999999999996,142,1.6999999999999997
hilton,ec0092065,2021-12-15T00:00:00Z,mishell yanez,Femenino,"Por Skype, Zoom u otra plataforma",Venezolana,Masculino,NA,Español,Cédula de identidad / ciudadanía,Español,NA,NA,NA,2,< 1 Year,2021-06-27T00:00:00Z,4,3,5,0,3,1,3,2,5,5,2,1,1,1,1,2.6666666666666665,0,0.2,0,0.2,2.4666666666666663,598bc59d-510f-46e9-80d3-302fcbe4d62e,NA,2,1,0,0.5,TRUE,2022-05-04T00:00:00Z,3.733333333333333,140,1.2666666666666666
hilton,ec0092066,2021-12-15T00:00:00Z,mishell yanez,Femenino,"Por Skype, Zoom u otra plataforma",Venezolana,Femenino,NA,Español,Cédula de identidad / ciudadanía,Español,1,NA,NA,1,< 1 Year,2021-03-17T00:00:00Z,4,1,5,0,3,3,3,2,3,5,2,1,1,1,1,2.2222222222222223,0,0,0,0,2.2222222222222223,ef8ca240-3537-4d5b-b515-54cef2e2a568,NA,2,1,0,0.5,TRUE,2022-05-04T00:00:00Z,3.8444444444444446,140,1.6222222222222222
hilton,ec0092068,2021-12-16T00:00:00Z,mishell yanez,Femenino,"Por Skype, Zoom u otra plataforma",Venezolana,Femenino,NA,Español,Cédula de identidad / ciudadanía,Español,3,NA,NA,1,1 – 3 Years,2019-05-06T00:00:00Z,1,3,5,1,3,3,3,2,3,5,2,1,1,1,1,2,0,0,0,0,2,9fe6f2ea-af92-4cd9-a5e6-61978a5c64be,NA,2,1,0,0.5,TRUE,2022-05-03T00:00:00Z,3.3,138,1.2999999999999998
hilton,ec0092069,2021-12-16T00:00:00Z,patricio jacome,Masculino,"Por Skype, Zoom u otra plataforma",Venezolana,Femenino,NA,Español,Cédula de identidad / ciudadanía,Español,4,0,4,1,< 1 Year,2020-05-22T00:00:00Z,4,3,5,5,0,1,3,3,3,3,3,1,1,3,2,3,0,0.2,0.4,0.6000000000000001,2.4,2f315e97-dd56-45e3-b3a4-21ea43d63d49,NA,2,1,0,0.5,TRUE,2022-04-29T00:00:00Z,4.377777777777777,134,1.9777777777777774
hilton,ec0092070,2021-12-16T00:00:00Z,mishell yanez,Femenino,"Por Skype, Zoom u otra plataforma",Venezolana,Femenino,NA,Español,Cédula de identidad / ciudadanía,Español,6,NA,NA,1,1 – 3 Years,2020-07-25T00:00:00Z,4,3,5,5,3,3,5,2,3,5,2,3,1,1,1,3.1,0,0,0,0,3.1,c589ca5c-7e3d-4659-a1e0-6794681e0636,NA,2,1,0,0.5,TRUE,2022-05-05T00:00:00Z,3.8000000000000003,140,0.7000000000000002
hilton,ec0092071,2021-12-16T00:00:00Z,mishell yanez,Femenino,"Por Skype, Zoom u otra plataforma",Venezolana,Femenino,NA,Español,Cédula de identidad / ciudadanía,Español,3,NA,NA,1,1 – 3 Years,2018-12-17T00:00:00Z,4,3,5,5,3,2,3,2,5,5,2,1,1,1,1,2.9,0,0.1,0,0.1,2.8,56c65aae-b522-46d9-a8c0-197e06edce88,NA,2,1,0,0.5,TRUE,2022-05-03T00:00:00Z,3.9999999999999996,138,1.1999999999999997
hilton,ec0092073,2021-12-16T00:00:00Z,patricio jacome,Masculino,"Por Skype, Zoom u otra plataforma",Venezolana,Femenino,NA,Español,Cédula de identidad / ciudadanía,Español,1,0,1,1,< 1 Year,2021-05-20T00:00:00Z,4,1,5,0,0,3,3,3,3,3,2,1,5,3,4,2.625,0,0,0.4,0.4,2.225,97526d78-725b-4516-8229-43fbc3dc33f7,NA,2,1,0,0.5,TRUE,2022-05-04T00:00:00Z,3.9555555555555553,139,1.7305555555555552
prm,ec0092075,2022-01-31T00:00:00Z,kerly montero,Femenino,Vía telefónica,Venezolana,Masculino,NA,Español,Cédula de identidad / ciudadanía Pasaporte Visa de excepción (VERHU),Español,2,0,2,2,1 - 3 Years,2018-01-19T00:00:00Z,5,3,5,5,3,3,3,1,3,5,3,1,1,1,1,2.8,0,0,0,0,2.8,3e5cd3ab-1e1c-49f3-8878-4a84043879a4,MDG Regular,2,1,0,0.5,TRUE,2022-05-05T00:00:00Z,3.8,94,1
prm,ec0092079,2022-02-04T00:00:00Z,wendy nazareno,Femenino,Vía telefónica,Venezolana,Femenino,NA,Español,Cédula de identidad / ciudadanía,Español,1,0,1,1,< 1 Year,2020-12-20T00:00:00Z,4,5,3,0,3,3,3,2,3,5,3,1,1,3,2,2.888888888888889,0.3,0,0,0.3,2.588888888888889,408aa620-9abb-4c76-b2c3-2f088de0e186,MDG SESP con enfoque de género,2,1,0,0.5,TRUE,2022-04-29T00:00:00Z,3.933333333333333,84,1.344444444444444
prm,ec0092095,2022-01-25T00:00:00Z,elsa quishpi,Femenino,Vía telefónica,Venezolana,Femenino,NA,Español,Cédula de identidad / ciudadanía,Español,1,0,1,2,< 1 Year,2021-10-02T00:00:00Z,4,3,5,1,0,3,3,2,5,3,5,1,1,1,1,2.7777777777777777,0,0,0.4,0.4,2.3777777777777778,9483eae7-2819-43e2-93b6-bcdf32aba1ae,MDG Regular,2,1,0,0.5,TRUE,2022-04-25T00:00:00Z,2.9555555555555553,90,0.5777777777777775
prm,ec0092111,2022-01-21T00:00:00Z,wendy nazareno,Femenino,Vía telefónica,Colombiana,Femenino,NA,Español,Cédula de identidad / ciudadanía,Español,1,0,1,1,< 1 Year,2020-11-28T00:00:00Z,4,3,3,1,0,3,3,2,3,5,3,1,1,3,2,2.4444444444444446,0.3,0,0,0.3,2.144444444444445,d277eca5-fc24-4596-9756-5e94bcc20e28,MDG SESP con enfoque de género,2,1,0,0.5,TRUE,2022-04-27T00:00:00Z,3.711111111111111,96,1.566666666666666
hilton,ec0092127,2021-11-15T00:00:00Z,patricio jacome,Masculino,"Por Skype, Zoom u otra plataforma",Venezolana,Femenino,NA,Español,Cédula de identidad / ciudadanía,Español,2,0,2,2,< 1 Year,2021-03-21T00:00:00Z,4,5,5,0,5,3,3,4,3,3,5,1,1,3,2,3.5555555555555554,0,0,0.4,0.4,3.1555555555555554,df7d0873-4e0c-420a-88d8-ce72bce98b13,NA,2,1,0,0.5,TRUE,2022-05-05T00:00:00Z,4.066666666666666,171,0.911111111111111
hilton,ec0092129,2021-12-14T00:00:00Z,patricio jacome,Masculino,"Por Skype, Zoom u otra plataforma",Venezolana,Femenino,NA,Español,Cédula de identidad / ciudadanía,Español,7,0,7,5,< 1 Year,2020-12-20T00:00:00Z,5,3,5,3,3,2,3,3,3,3,5,1,1,3,2,3.1,0,0.1,0.4,0.5,2.6,45e3cd94-050a-4f47-9663-858df9090496,NA,2,1,0,0.5,TRUE,2022-05-03T00:00:00Z,3.9999999999999996,140,1.3999999999999995
hilton,ec0092130,2021-12-23T00:00:00Z,patricio jacome,Masculino,Vía telefónica,Venezolana,Femenino,NA,Español,Cédula de identidad / ciudadanía Pasaporte,Español,0,0,0,2,< 1 Year,2019-02-14T00:00:00Z,4,1,5,0,3,1,3,3,5,5,3,1,1,3,2,2.7777777777777777,0,0.2,0,0.2,2.5777777777777775,7d4ac96b-6ce0-4000-a593-2ec0a9295420,NA,2,1,0,0.5,TRUE,2022-04-29T00:00:00Z,3.525,127,0.9472222222222224
hilton,ec0092133,2022-01-03T00:00:00Z,mishell yanez,Femenino,Vía telefónica,Venezolana,Femenino,NA,Español,Cédula de identidad / ciudadanía,Español,2,NA,NA,1,< 1 Year,2021-05-18T00:00:00Z,4,1,5,5,3,3,3,2,3,5,2,1,1,1,1,2.5,0,0,0,0,2.5,d3c8c709-fe90-42d7-b37f-6f05a1a0b50d,NA,2,1,0,0.5,TRUE,2022-04-29T00:00:00Z,3.4,116,0.8999999999999999
hilton,ec0092134,2022-01-04T00:00:00Z,patricio jacome,Masculino,Vía telefónica,Venezolana,Femenino,NA,Español,Cédula de identidad / ciudadanía,Español,2,0,2,1,< 1 Year,2021-03-09T00:00:00Z,4,3,5,5,5,3,3,3,3,3,3,1,1,3,2,3.2,0,0,0.4,0.4,2.8000000000000003,f57ef023-2f04-4c96-b365-0595af2f92bc,NA,2,1,0,0.5,TRUE,2022-05-03T00:00:00Z,3.4999999999999996,119,0.6999999999999993
hilton,ec0092135,2022-01-03T00:00:00Z,mishell yanez,Femenino,Vía telefónica,Venezolana,Femenino,NA,Español,Cédula de identidad / ciudadanía,Español,2,NA,NA,2,1 – 3 Years,2020-01-23T00:00:00Z,5,3,5,5,3,3,3,2,5,5,2,1,1,1,1,3,0,0,0,0,3,fc8764c6-6499-4487-beee-4b41872deb2c,NA,2,1,0,0.5,TRUE,2022-04-29T00:00:00Z,4.044444444444444,116,1.0444444444444443
hilton,ec0092137,2022-01-04T00:00:00Z,patricio jacome,Masculino,Vía telefónica,Venezolana,Masculino,NA,Español,Cédula de identidad / ciudadanía,Español,1,0,1,2,< 1 Year,2021-01-25T00:00:00Z,4,1,5,1,3,2,3,3,5,5,3,1,1,3,2,2.6,0,0.1,0,0.1,2.5,3444b22b-d348-4996-a249-83e235be69d2,NA,2,1,0,0.5,TRUE,2022-05-04T00:00:00Z,3.3,120,0.7999999999999998
hilton,ec0092140,2021-12-16T00:00:00Z,mishell yanez,Femenino,"Por Skype, Zoom u otra plataforma",Venezolana,Femenino,NA,Español,Cédula de identidad / ciudadanía,Español,3,NA,NA,1,1 – 3 Years,2020-04-11T00:00:00Z,4,3,5,5,3,3,5,2,3,5,2,1,1,1,1,2.9,0,0,0,0,2.9,15e56f8d-2504-4568-b955-c16fc102a99a,NA,2,1,0,0.5,TRUE,2022-04-29T00:00:00Z,4.266666666666667,134,1.3666666666666667
prm,ec0092166,2022-01-14T00:00:00Z,kerly montero,Femenino,Vía telefónica,Colombiana,Femenino,NA,Español,Cédula de identidad / ciudadanía Pasaporte Visa de Unasur,Español,0,0,0,3,1 - 3 Years,2012-02-12T00:00:00Z,4,1,3,0,3,1,3,1,1,5,3,1,1,1,1,2,0.3,0.2,0,0.5,1.5,ab2817c7-2ca5-4422-8d17-949a1541ac38,NA,2,1,0,0.5,TRUE,2022-05-05T00:00:00Z,2.4222222222222225,111,0.9222222222222225
prm,ec0092182,2022-01-17T00:00:00Z,wendy nazareno,Femenino,Vía telefónica,Venezolana,Femenino,NA,Español,Cédula de identidad / ciudadanía,Español,1,0,1,3,< 1 Year,2021-09-21T00:00:00Z,5,3,5,0,3,3,3,3,5,3,3,4,1,1,1,3.3333333333333335,0,0,0.4,0.4,2.9333333333333336,53d0133a-1f35-467f-bd41-09242739d435,NA,2,1,0,0.5,TRUE,2022-04-29T00:00:00Z,3.6,102,0.6666666666666665
prm,ec0092210,2022-01-18T00:00:00Z,wendy nazareno,Femenino,Vía telefónica,Venezolana,Femenino,NA,Español,Cédula de identidad / ciudadanía,Español,2,0,2,1,< 1 Year,2021-11-30T00:00:00Z,4,3,5,0,3,3,1,5,5,3,3,1,5,3,4,3.2222222222222223,0,0,0.4,0.4,2.8222222222222224,34f45d28-2bec-485e-a487-18ee5a735b20,MDG SESP con enfoque de género,2,1,0,0.5,TRUE,2022-04-27T00:00:00Z,3.933333333333333,99,1.1111111111111107
prm,ec0092226,2022-01-18T00:00:00Z,kerly montero,Femenino,Vía telefónica,Colombiana,Femenino,NA,Español,Cédula de identidad / ciudadanía Pasaporte Visa Amparo,Español,2,0,2,3,> 5 Years,2012-02-26T00:00:00Z,2,0,3,5,1,3,3,1,5,5,3,1,1,1,1,2.4444444444444446,0.3,0,0,0.3,2.144444444444445,420139c2-bdf2-49e8-b1d7-4ca221bb53b9,MDG SESP con enfoque de género,2,1,0,0.5,TRUE,2022-05-06T00:00:00Z,3.4,108,1.255555555555555
hilton,ec0092235,2022-01-14T00:00:00Z,mishell yanez,Femenino,Vía telefónica,Venezolana,Femenino,NA,Español,Cédula de identidad / ciudadanía,Español,2,NA,NA,1,1 – 3 Years,2019-10-18T00:00:00Z,4,3,5,5,3,3,3,2,3,5,2,1,1,1,1,2.7,0,0,0,0,2.7,7df7f7e6-c5dc-4cfe-8df8-4975f40913f4,NA,2,1,0,0.5,TRUE,2022-04-29T00:00:00Z,3.4,105,0.6999999999999997
hilton,ec0092237,2022-01-12T00:00:00Z,patricio jacome,Masculino,Vía telefónica,Venezolana,Femenino,NA,Español,Cédula de identidad / ciudadanía Pasaporte,Español,1,0,1,3,< 1 Year,2021-03-10T00:00:00Z,4,3,5,0,3,1,3,3,5,3,3,1,1,3,2,3,0,0.2,0.4,0.6000000000000001,2.4,53ae609c-1dca-4eff-9a86-025dbe38bf77,NA,2,1,0,0.5,TRUE,2022-04-29T00:00:00Z,3.6,107,1.2000000000000002
hilton,ec0092238,2022-01-14T00:00:00Z,patricio jacome,Masculino,Vía telefónica,Venezolana,Femenino,NA,Español,Cédula de identidad / ciudadanía Pasaporte,Español,2,0,2,3,< 1 Year,2018-12-18T00:00:00Z,5,5,5,5,3,1,3,4,3,3,3,1,5,3,4,3.6,0,0.2,0.4,0.6000000000000001,3,0838ac12-fc9c-4bf7-b850-c0cabfb6b3a1,NA,2,1,0,0.5,TRUE,2022-04-29T00:00:00Z,4,105,1
hilton,ec0092240,2022-01-13T00:00:00Z,patricio jacome,Masculino,Vía telefónica,Venezolana,Femenino,NA,Español,Cédula de identidad / ciudadanía Otro / No aplica,Español,2,0,2,2,< 1 Year,2021-03-20T00:00:00Z,4,3,5,5,3,3,3,3,5,5,3,1,1,3,2,3.2,0,0,0,0,3.2,a9712a14-29ab-4099-b348-9ebd8b35232d,NA,2,1,0,0.5,TRUE,2022-05-05T00:00:00Z,3.9,112,0.6999999999999997
hilton,ec0092241,2022-01-13T00:00:00Z,mishell yanez,Femenino,Vía telefónica,Venezolana,Femenino,NA,Español,Pasaporte,Español,3,NA,NA,2,1 – 3 Years,2019-12-18T00:00:00Z,5,1,5,5,3,3,3,2,5,5,1,1,1,1,1,2.7,0,0,0,0,2.7,5de592d8-f0e8-4a07-be5a-6a438979c8ff,NA,2,1,0,0.5,TRUE,2022-04-29T00:00:00Z,3.4,106,0.6999999999999997
hilton,ec0092243,2022-01-04T00:00:00Z,patricio jacome,Masculino,Vía telefónica,Venezolana,Femenino,NA,Español,Cédula de identidad / ciudadanía,Español,2,0,2,2,< 1 Year,2018-07-10T00:00:00Z,4,3,5,5,3,1,3,3,3,3,3,1,5,3,4,3.2,0,0.2,0.4,0.6000000000000001,2.6,0655d57b-8d6f-454f-ba9f-3e5e9b158104,NA,2,1,0,0.5,TRUE,2022-05-05T00:00:00Z,3.9,121,1.2999999999999998
hilton,ec0092244,2022-01-14T00:00:00Z,mishell yanez,Femenino,Vía telefónica,Venezolana,Femenino,NA,Español,Cédula de identidad / ciudadanía,Español,1,NA,NA,2,1 – 3 Years,2022-01-14T00:00:00Z,5,1,5,0,3,3,3,2,3,3,2,3,1,1,1,2.5555555555555554,0,0,0.4,0.4,2.1555555555555554,e4b2365f-eaf3-472f-878f-e73c80720de4,NA,2,1,0,0.5,TRUE,2022-04-29T00:00:00Z,3.4,105,1.2444444444444445
hilton,ec0092245,2022-01-14T00:00:00Z,patricio jacome,Masculino,Vía telefónica,Venezolana,Femenino,NA,Español,Cédula de identidad / ciudadanía,Español,2,0,2,2,< 1 Year,2021-03-26T00:00:00Z,4,3,5,3,3,2,3,3,3,3,3,1,1,3,2,2.8,0,0.1,0.4,0.5,2.3,339058a3-160e-4786-9aed-7e4f0f442cf4,NA,2,1,0,0.5,TRUE,2022-05-05T00:00:00Z,3.5,111,1.2000000000000002
prm,ec0092253,2022-02-02T00:00:00Z,ivett vanessa ramos bosquez,Femenino,Vía telefónica,Venezolana,Femenino,NA,Español,Cédula de identidad / ciudadanía Pasaporte,Español,2,0,2,0,3 - 5 Years,2017-11-16T00:00:00Z,4,1,3,0,3,3,1,2,3,5,3,1,5,3,4,2.4444444444444446,0.3,0,0,0.3,2.144444444444445,a93f4182-6370-4be5-ba6b-0a01f93bb3fe,MDG SESP con enfoque de género,2,1,0,0.5,TRUE,2022-04-29T00:00:00Z,1.9555555555555553,86,-0.18888888888888955
prm,ec0092257,2022-01-19T00:00:00Z,kerly montero,Femenino,Vía telefónica,Colombiana,Femenino,NA,Español,Cédula de identidad / ciudadanía Turno para admisibilidad,Español,2,0,2,2,< 1 Year,2021-06-14T00:00:00Z,4,5,5,5,3,1,3,1,3,3,3,1,1,3,2,3,0,0.2,0.4,0.6000000000000001,2.4,f24acf47-e041-4fc9-8947-643e79d095ae,MDG SESP con enfoque de género,2,1,0,0.5,TRUE,2022-05-06T00:00:00Z,3.3,107,0.8999999999999999
